event_id,true_master_id,supplier_raw_brand,supplier_raw_product_name,supplier_raw_quantity,supplier_raw_gtin,supplier_norm_brand,supplier_norm_product_name,supplier_norm_quantity,supplier_norm_gtin,artwork_brand,artwork_product_name,artwork_quantity,artwork_gtin,artwork_norm_brand,artwork_norm_quantity,master_brand,master_product_name,master_quantity,master_gtin,master_norm_brand,master_norm_quantity
abt-buy_0513,571,Samsung,Samsung LN52A650 52' LCD TV,,80000000005717,samsung,samsung ln52a650 52' lcd tv,,80000000005717,,,,,,,,Samsung 52' Series 6 LCD Black Flat Panel HDTV - LN52A650,,80000000005717,,
abt-buy_0514,714,Samsung,Samsung HT-Z510 Home Theater System,,80000000007147,samsung,samsung ht-z510 home theater system,,80000000007147,,,,,,,,Samsung 5 Disc Home Theater Surround Sound System - HTZ510,,80000000007147,,
abt-buy_0515,585,Samsung,Samsung PN50A450 50' Plasma TV,,80000000005857,samsung,samsung pn50a450 50' plasma tv,,80000000005857,,,,,,,,Samsung 50' Black Flat Panel Series 4 Plasma HDTV - PN50A450,,80000000005857,,
abt-buy_0516,577,Canon,Canon PowerShot SD790 IS Digital Camera - 2554B001,,80000000005777,canon,canon powershot sd790 is digital camera - 2554b001,,80000000005777,,,,,,,,Canon Silver 10 Megapixel PowerShot Digital Camera - SD790IS,,80000000005777,,
abt-buy_0517,578,Canon,Canon PowerShot SD890 IS Digital Camera - 2566B001,,80000000005787,canon,canon powershot sd890 is digital camera - 2566b001,,80000000005787,,,,,,,,Canon Silver 10 Megapixel PowerShot Digital Camera - SD890IS,,80000000005787,,
abt-buy_0518,780,Canon,Canon EF-S 55-250mm f/4-5.6 IS Telephoto Zoom Lens - 2044B002,,80000000007807,canon,canon ef-s 55-250mm f/4-5.6 is telephoto zoom lens - 2044b002,,80000000007807,,,,,,,,Canon EF-S 55-250mm f/4-5.6 IS Telephoto Zoom Lens - 2044B002,,80000000007807,,
abt-buy_0519,591,Samsung,SAMSUNG DVD HM THEATER SYS 5 DISC NIC - HT-Z410/XAA,,80000000005917,samsung,samsung dvd hm theater sys 5 disc nic - ht-z410/xaa,,80000000005917,,,,,,,,Samsung 5 Disc Black Home Theater System - HTZ410T,,80000000005917,,
abt-buy_0520,568,Samsung,"Samsung LN52A550 - 52' Widescreen 1080p LCD HDTV - 30,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",,80000000005687,samsung,"samsung ln52a550 - 52' widescreen 1080p lcd hdtv - 30,000:1 dynamic contrast ratio - 5ms response time - piano black",,80000000005687,,,,,,,,Samsung 52' Series 5 LCD Black Flat Panel HDTV - LN52A550,,80000000005687,,
abt-buy_0521,573,Samsung,Samsung LN46A550 46' LCD TV,,80000000005737,samsung,samsung ln46a550 46' lcd tv,,80000000005737,,,,,,,,Samsung 46' Series 5 LCD Black Flat Panel HDTV - LN46A550,,80000000005737,,
abt-buy_0522,728,"OMNIMOUNT SYSTEMS, INC",OmniMount Stellar G303 Series 3 Shelf Component Stand - Black - G303 DARK,,80000000007287,"omnimount systems, inc",omnimount stellar g303 series 3 shelf component stand - black - g303 dark,,80000000007287,,,,,,,,Omnimount Stellar Series Audio Tower - G303DARK,,80000000007287,,
abt-buy_0523,584,Samsung,Samsung PN58A550 58' Plasma TV,,80000000005847,samsung,samsung pn58a550 58' plasma tv,,80000000005847,,,,,,,,Samsung 58' Black Flat Panel Series 5 Plasma HDTV - PN58A550,,80000000005847,,
abt-buy_0524,1061,Canon,Canon EOS Rebel XSi Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens - Silver - 2757B003,,80000000010617,canon,canon eos rebel xsi digital slr camera with ef-s 18-55mm f/3.5-5.6 is lens - silver - 2757b003,,80000000010617,,,,,,,,Canon EOS Rebel XSi Silver Digital SLR Camera - XSIREB1855S,,80000000010617,,
abt-buy_0525,492,Canon,Canon EOS Rebel XSi Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens - Black - 2756B003,,80000000004927,canon,canon eos rebel xsi digital slr camera with ef-s 18-55mm f/3.5-5.6 is lens - black - 2756b003,,80000000004927,,,,,,,,Canon Black EOS Rebel XSi Digital SLR Camera - XSIREB1855,,80000000004927,,
abt-buy_0526,636,Samsung,Samsung 4 Series LN37A450 37' LCD TV,,80000000006367,samsung,samsung 4 series ln37a450 37' lcd tv,,80000000006367,,,,,,,,Samsung 37' Series 4 LCD Black Flat Panel HDTV - LN37A450,,80000000006367,,
abt-buy_0527,512,Toshiba,Toshiba SD-P71S Portable DVD Player,,80000000005127,toshiba,toshiba sd-p71s portable dvd player,,80000000005127,,,,,,,,Toshiba Black Portable DVD Player - SDP71S,,80000000005127,,
abt-buy_0528,510,Toshiba,Toshiba SD-P91S Portable DVD Player,,80000000005107,toshiba,toshiba sd-p91s portable dvd player,,80000000005107,,,,,,,,Toshiba Black 9-Inch LCD Widescreen Portable DVD Player - SDP91S,,80000000005107,,
abt-buy_0529,569,Samsung,Samsung LN40A650 40' LCD TV,,80000000005697,samsung,samsung ln40a650 40' lcd tv,,80000000005697,,,,,,,,Samsung 40' Series 6 LCD Black Flat Panel HDTV - LN40A650,,80000000005697,,
abt-buy_0530,621,Samsung,Samsung 5 Series LN37A550 37' LCD TV,,80000000006217,samsung,samsung 5 series ln37a550 37' lcd tv,,80000000006217,,,,,,,,Samsung 37' Series 5 LCD Black Flat Panel HDTV - LN37A550,,80000000006217,,
abt-buy_0531,583,Samsung,Samsung PN50A550 50' Plasma TV,,80000000005837,samsung,samsung pn50a550 50' plasma tv,,80000000005837,,,,,,,,Samsung 50' Black Flat Panel Series 5 Plasma HDTV - PN50A550,,80000000005837,,
abt-buy_0532,662,Sony,Sony 8GB Memory Stick PRO Duo Card - MSMT8G,,80000000006627,sony,sony 8gb memory stick pro duo card - msmt8g,,80000000006627,,,,,,,,Sony 8GB Memory Stick PRO Duo Mark 2 Media Card - MSMT8G,,80000000006627,,
abt-buy_0533,659,Sony,Sony 1GB Memory Stick PRO Duo Card - MSMT1G,,80000000006597,sony,sony 1gb memory stick pro duo card - msmt1g,,80000000006597,,,,,,,,Sony 1GB Memory Stick PRO Duo Mark 2 Media Card - MSMT1G,,80000000006597,,
abt-buy_0534,661,Sony,Sony 4GB Memory Stick PRO Duo Card - MSMT4G,,80000000006617,sony,sony 4gb memory stick pro duo card - msmt4g,,80000000006617,,,,,,,,Sony 4GB Memory Stick PRO Duo Mark 2 Media Card - MSMT4G,,80000000006617,,
abt-buy_0535,660,Sony,Sony 2GB Memory Stick PRO Duo Card - MSMT2G,,80000000006607,sony,sony 2gb memory stick pro duo card - msmt2g,,80000000006607,,,,,,,,Sony 2GB Memory Stick PRO Duo Mark 2 Media Card - MSMT2G,,80000000006607,,
abt-buy_0536,472,Yamaha,Yamaha RX-V663 Home Theater Receiver - RXV663BL,,80000000004727,yamaha,yamaha rx-v663 home theater receiver - rxv663bl,,80000000004727,,,,,,,,Yamaha 7.2 Channel Black Digital Home Theater Receiver - RXV663BK,,80000000004727,,
abt-buy_0537,471,Sony,"Handycam HDR-UX10 DVD Camcorder (15x Opt, 180x Dig, 2.7' LCD) - HDRUX10",,80000000004717,sony,"handycam hdr-ux10 dvd camcorder (15x opt, 180x dig, 2.7' lcd) - hdrux10",,80000000004717,,,,,,,,Sony High Definition DVD Handycam Camcorder - HDRUX10,,80000000004717,,
abt-buy_0538,582,Samsung,Samsung 4 Series LN32A450 32' LCD TV,,80000000005827,samsung,samsung 4 series ln32a450 32' lcd tv,,80000000005827,,,,,,,,Samsung 32' Black Flat Panel Series 4 LCD HDTV - LN32A450,,80000000005827,,
abt-buy_0539,973,Logitech,Logitech V450 Nano Cordless Laser Mouse For Notebooks - 910-000619,,80000000009737,logitech,logitech v450 nano cordless laser mouse for notebooks - 910-000619,,80000000009737,,,,,,,,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619,,80000000009737,,
abt-buy_0540,744,Tom Tom,TOMTOM ONE 130 Carry Bag - 9UEA.017.00,,80000000007447,tom tom,tomtom one 130 carry bag - 9uea.017.00,,80000000007447,,,,,,,,TomTom Black Carry Case - 9UEA01700,,80000000007447,,
abt-buy_0541,581,Samsung,Samsung 4 Series LN26A450 26' LCD TV,,80000000005817,samsung,samsung 4 series ln26a450 26' lcd tv,,80000000005817,,,,,,,,Samsung 26' Black Flat Panel Series 4 LCD HDTV - LN26A450,,80000000005817,,
abt-buy_0542,937,Coby,Coby Electronics TF-TV1022 10.2' LCD TV - TFTV1022,,80000000009377,coby,coby electronics tf-tv1022 10.2' lcd tv - tftv1022,,80000000009377,,,,,,,,Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022,,80000000009377,,
abt-buy_0543,971,Logitech,Logitech V470 Cordless Laser Mouse for Notebooks - 910-000692,,80000000009717,logitech,logitech v470 cordless laser mouse for notebooks - 910-000692,,80000000009717,,,,,,,,Logitech White V470 Cordless Laser Mouse For Apple Notebooks - 910000692,,80000000009717,,
abt-buy_0544,655,Panasonic,"Panasonic Viera TH-50PZ800U - 50' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio",,80000000006557,panasonic,"panasonic viera th-50pz800u - 50' widescreen 1080p plasma hdtv - 1,000,000:1 dynamic contrast ratio",,80000000006557,,,,,,,,Panasonic VIERA 50' Plasma Flat Panel Black HDTV - TH50PZ800U,,80000000006557,,
abt-buy_0545,473,Yamaha,Yamaha RX-V863 Home Theater Receiver - RXV863BL,,80000000004737,yamaha,yamaha rx-v863 home theater receiver - rxv863bl,,80000000004737,,,,,,,,Yamaha 7.2 Channel Black Digital Home Theater Receiver - RXV863BK,,80000000004737,,
abt-buy_0546,679,Tom Tom,TomTom ONE 130 S Portable GPS System w/ Preloaded Maps - 1EE0.052.02,,80000000006797,tom tom,tomtom one 130 s portable gps system w/ preloaded maps - 1ee0.052.02,,80000000006797,,,,,,,,TomTom ONE 130S Car GPS Navigation System - 1EE005202,,80000000006797,,
abt-buy_0547,609,Samsung,Samsung 4 Series LN22A451 22' LCD TV,,80000000006097,samsung,samsung 4 series ln22a451 22' lcd tv,,80000000006097,,,,,,,,Samsung 22' White Flat Panel LCD HDTV - LN22A451,,80000000006097,,
abt-buy_0548,726,Sharp,Sharp LC26DV24U 26' TV/DVD Combo,,80000000007267,sharp,sharp lc26dv24u 26' tv/dvd combo,,80000000007267,,,,,,,,Sharp 26' Black LCD HDTV With Built In DVD Player - LC26DV24U,,80000000007267,,
abt-buy_0549,966,Sanus,Sanus VisionMount LT25-B1 Tilting Wall Mount,,80000000009667,sanus,sanus visionmount lt25-b1 tilting wall mount,,80000000009667,,,,,,,,Sanus 30' - 58' VisionMount Flat Panel TV Black Tilting Wall Mount - LT25B1,,80000000009667,,
abt-buy_0550,887,Sanus,Wal-mt Furn Comp Shlf - VF2012-B1,,80000000008877,sanus,wal-mt furn comp shlf - vf2012-b1,,80000000008877,,,,,,,,Sanus Black Single-Column AV Component System - VF2012,,80000000008877,,
abt-buy_0551,592,Samsung,Samsung 6 Series HL56A650 56' Projection TV,,80000000005927,samsung,samsung 6 series hl56a650 56' projection tv,,80000000005927,,,,,,,,Samsung 56' Black Widescreen Series 6 DLP HDTV - HL56A650,,80000000005927,,
abt-buy_0552,593,Samsung,Samsung 6 Series HL61A650 61' Projection TV,,80000000005937,samsung,samsung 6 series hl61a650 61' projection tv,,80000000005937,,,,,,,,Samsung 61' Black DLP Projection HDTV - HL61A650,,80000000005937,,
abt-buy_0553,591,Samsung,Samsung HTZ410T Home Theater System - HTZ410T,,80000000005917,samsung,samsung htz410t home theater system - htz410t,,80000000005917,,,,,,,,Samsung 5 Disc Black Home Theater System - HTZ410T,,80000000005917,,
abt-buy_0554,580,Samsung,Samsung LN19A450 19' LCD TV,,80000000005807,samsung,samsung ln19a450 19' lcd tv,,80000000005807,,,,,,,,Samsung 19' Black Flat Panel Series 4 LCD HDTV - LN19A450,,80000000005807,,
abt-buy_0555,804,Samsung,Samsung 6 Series LN19A650 19' LCD TV,,80000000008047,samsung,samsung 6 series ln19a650 19' lcd tv,,80000000008047,,,,,,,,Samsung 19' Black Flat Panel Series 6 LCD HDTV - LN19A650,,80000000008047,,
abt-buy_0556,612,Samsung,Samsung 4 Series LN22A450 22' LCD TV,,80000000006127,samsung,samsung 4 series ln22a450 22' lcd tv,,80000000006127,,,,,,,,Samsung 22' Black Flat Panel LCD HDTV - LN22A450,,80000000006127,,
abt-buy_0557,805,Samsung,Samsung LN22A650 22' LCD TV,,80000000008057,samsung,samsung ln22a650 22' lcd tv,,80000000008057,,,,,,,,Samsung 22' Black Flat Panel Series 6 LCD HDTV - LN22A650,,80000000008057,,
abt-buy_0558,618,Samsung,Samsung LN32A550 32' LCD TV,,80000000006187,samsung,samsung ln32a550 32' lcd tv,,80000000006187,,,,,,,,Samsung 32' Series 5 LCD Black Flat Panel HDTV - LN32A550,,80000000006187,,
abt-buy_0559,610,Samsung,"Samsung PN42A450 - 42' Widescreen 720p Plasma HDTV - 100,000:1 Dynamic Contrast Ratio - Piano Black - PN42A450P",,80000000006107,samsung,"samsung pn42a450 - 42' widescreen 720p plasma hdtv - 100,000:1 dynamic contrast ratio - piano black - pn42a450p",,80000000006107,,,,,,,,Samsung 42' Black Flat Panel Series 4 Plasma HDTV - PN42A450P,,80000000006107,,
abt-buy_0560,716,Samsung,Samsung HT-TZ515 Home Theater System - HTZ515/XAA,,80000000007167,samsung,samsung ht-tz515 home theater system - htz515/xaa,,80000000007167,,,,,,,,Samsung 5 Disc Home Theater Surround Sound System - HTTZ515,,80000000007167,,
abt-buy_0561,338,Techcraft,Techcraft ABS60 TV Stand,,80000000003387,techcraft,techcraft abs60 tv stand,,80000000003387,,,,,,,,Tech Craft Veneto Series Black TV Stand - ABS60BK,,80000000003387,,
abt-buy_0562,822,Sony,Sport Neckband Earbuds - MDR AS50G,,80000000008227,sony,sport neckband earbuds - mdr as50g,,80000000008227,,,,,,,,Sony Active Style Headphones In Black - MDRAS50G,,80000000008227,,
abt-buy_0563,815,Sony,Bass Lover Earbuds Slver - MDRED12LP/SLV,,80000000008157,sony,bass lover earbuds slver - mdred12lp/slv,,80000000008157,,,,,,,,Sony Bud Style Headphones In Silver - MDRED12LPSLV,,80000000008157,,
abt-buy_0564,817,Sony,Ex Series Earbuds Black - MDR EX32LP/BLK,,80000000008177,sony,ex series earbuds black - mdr ex32lp/blk,,80000000008177,,,,,,,,Sony EX Ear Bud Headphones In Black - MDREX32LPBLK,,80000000008177,,
abt-buy_0565,816,Sony,Bass Lover Earbuds Red - MDRED12LP/RED,,80000000008167,sony,bass lover earbuds red - mdred12lp/red,,80000000008167,,,,,,,,Sony Bud Style Headphones In Red - MDRED12LPRED,,80000000008167,,
abt-buy_0566,638,Sony,Ex Series Earbuds Wht - MDR EX55/WHI,,80000000006387,sony,ex series earbuds wht - mdr ex55/whi,,80000000006387,,,,,,,,Sony White Earbud Style Headphones - MDREX55WH,,80000000006387,,
abt-buy_0567,642,Sony,Ex Series Earbuds Pnk - MDR EX55/PNK,,80000000006427,sony,ex series earbuds pnk - mdr ex55/pnk,,80000000006427,,,,,,,,Sony Pink Earbud Style Headphones - MDREX55P,,80000000006427,,
abt-buy_0568,818,Sony,Ex Series Earbuds Wht - MDR EX32LP/WHI,,80000000008187,sony,ex series earbuds wht - mdr ex32lp/whi,,80000000008187,,,,,,,,Sony EX Ear Bud Headphones In White - MDREX32LPWHI,,80000000008187,,
abt-buy_0569,641,Sony,Ex Series Earbuds Black - MDR EX55/BLK,,80000000006417,sony,ex series earbuds black - mdr ex55/blk,,80000000006417,,,,,,,,Sony Black Earbud Style Headphones - MDREX55BK,,80000000006417,,
abt-buy_0570,529,Sony,Sony DVP-FX820 Portable DVD Player - DVPFX820,,80000000005297,sony,sony dvp-fx820 portable dvd player - dvpfx820,,80000000005297,,,,,,,,Sony DVP-FX820 Black 8' Portable DVD Player - DVPFX820,,80000000005297,,
abt-buy_0571,574,Sony,Sony PSLX300USB USB Record Turntable,,80000000005747,sony,sony pslx300usb usb record turntable,,80000000005747,,,,,,,,Sony Black USB Stereo Turntable System - PSLX300USB,,80000000005747,,
abt-buy_0572,464,Yamaha,Yamaha RX-V363 Home Theater Receiver - RXV363BL,,80000000004647,yamaha,yamaha rx-v363 home theater receiver - rxv363bl,,80000000004647,,,,,,,,Yamaha RX-V363BL 5.1 Channel Digital Home Theater Receiver In Black - RXV363BK,,80000000004647,,
abt-buy_0573,319,Apple,Apple Wireless Mighty Mouse - MB111LL/A,,80000000003197,apple,apple wireless mighty mouse - mb111ll/a,,80000000003197,,,,,,,,Apple Wireless Mighty Mouse - MB111LLA,,80000000003197,,
abt-buy_0574,158,Denon,DENON PRO 5 CD CAROUSEL CHANGER NIC - DCM290P,,80000000001587,denon,denon pro 5 cd carousel changer nic - dcm290p,,80000000001587,,,,,,,,Denon 5-Disc CD Auto Changer - Black Finish - DCM290,,80000000001587,,
abt-buy_0575,650,Samsung,Samsung 7 Series LN46A750 46' LCD TV - LN46A750R1FXZA,,80000000006507,samsung,samsung 7 series ln46a750 46' lcd tv - ln46a750r1fxza,,80000000006507,,,,,,,,Samsung 46' Series 7 LCD Black Flat Panel HDTV - LN46A750,,80000000006507,,
abt-buy_0576,1055,Griffin,Griffin TuneBuds Stereo Earset - 9410-TUNBMBLB,,80000000010557,griffin,griffin tunebuds stereo earset - 9410-tunbmblb,,80000000010557,,,,,,,,Griffin Black TuneBuds Mobile For iPod And iPhone - 9410TUNBMBLB,,80000000010557,,
abt-buy_0577,545,Panasonic,Panasonic SC-PT660 Home Theater System,,80000000005457,panasonic,panasonic sc-pt660 home theater system,,80000000005457,,,,,,,,Panasonic Black DVD Home Theater Sound System - SCPT660,,80000000005457,,
abt-buy_0578,546,Panasonic,Panasonic SC-PT760 Home Theater System,,80000000005467,panasonic,panasonic sc-pt760 home theater system,,80000000005467,,,,,,,,Panasonic Black DVD Home Theater Sound System - SCPT760,,80000000005467,,
abt-buy_0579,823,Griffin,Griffin SmartTalk Headphone Adapter with Control and Mic for iPhone - 3016-SMRTLKB,,80000000008237,griffin,griffin smarttalk headphone adapter with control and mic for iphone - 3016-smrtlkb,,80000000008237,,,,,,,,Griffin iPhone SmartTalk - 3016SMRTLKB,,80000000008237,,
abt-buy_0580,619,Samsung,Samsung 6 Series LN32A650 32' LCD TV,,80000000006197,samsung,samsung 6 series ln32a650 32' lcd tv,,80000000006197,,,,,,,,Samsung 32' Series 6 LCD Black Flat Panel HDTV - LN32A650,,80000000006197,,
abt-buy_0581,680,Tom Tom,TomTom XL 330 Portable GPS System w/ Preloaded Maps - 1EG0.052.00,,80000000006807,tom tom,tomtom xl 330 portable gps system w/ preloaded maps - 1eg0.052.00,,80000000006807,,,,,,,,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200,,80000000006807,,
abt-buy_0582,611,Sony,Sony STR-DG520 A/V Receiver - STRDG520,,80000000006117,sony,sony str-dg520 a/v receiver - strdg520,,80000000006117,,,,,,,,Sony 5.1 Channel Black A/V Receiver - STRDG520,,80000000006117,,
abt-buy_0583,646,Sony,Sony STR-DG720 A/V Receiver - STRDG720,,80000000006467,sony,sony str-dg720 a/v receiver - strdg720,,80000000006467,,,,,,,,Sony 7.1 Channel Black A/V Receiver - STRDG720,,80000000006467,,
abt-buy_0584,564,Sony,Sony DVP-NS700H/B DVD Player,,80000000005647,sony,sony dvp-ns700h/b dvd player,,80000000005647,,,,,,,,Sony Black 1080p Upscaling DVD Player - DVPNS700HB,,80000000005647,,
abt-buy_0585,1012,Panasonic,Panasonic KX-TG6313S Cordless Phone,,80000000010127,panasonic,panasonic kx-tg6313s cordless phone,,80000000010127,,,,,,,,Panasonic DECT 6.0 Pearl Silver Expandable Digital Cordless Phone System - KXTG6313S,,80000000010127,,
abt-buy_0586,783,Sharp,Sharp Air Purifier 194 CFM Max - KC-C100U,,80000000007837,sharp,sharp air purifier 194 cfm max - kc-c100u,,80000000007837,,,,,,,,Sharp Plasmacluster Air Purifier - KCC100U,,80000000007837,,
abt-buy_0587,748,Nikon,Nikon Coolpix P80 Digital Camera - 26114,,80000000007487,nikon,nikon coolpix p80 digital camera - 26114,,80000000007487,,,,,,,,Nikon COOLPIX P80 Digital Camera In Black - COOLPIXP80,,80000000007487,,
abt-buy_0588,651,Samsung,"Samsung LN40A750 - 40' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 4ms Response Time - 120Hz",,80000000006517,samsung,"samsung ln40a750 - 40' 1080p lcd hdtv - 50,000:1 dynamic contrast ratio - 4ms response time - 120hz",,80000000006517,,,,,,,,Samsung 40' Series 7 LCD Black Flat Panel HDTV - LN40A750,,80000000006517,,
abt-buy_0589,614,"OMNIMOUNT SYSTEMS, INC",OmniMount Moda Collection Echo 50 TV Stand - ECHO 50,,80000000006147,"omnimount systems, inc",omnimount moda collection echo 50 tv stand - echo 50,,80000000006147,,,,,,,,Omnimount Moda Collection Series Dark Espresso TV Stand - ECHO50,,80000000006147,,
abt-buy_0590,579,Onkyo,Onkyo TXSR506 A/V Receiver,,80000000005797,onkyo,onkyo txsr506 a/v receiver,,80000000005797,,,,,,,,Onkyo 7.1-Channel Black Home Theater Receiver - TXSR506B,,80000000005797,,
abt-buy_0591,667,Samsung,"Samsung LN52A750 - 52' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 6ms Response Time",,80000000006677,samsung,"samsung ln52a750 - 52' 1080p lcd hdtv - 50,000:1 dynamic contrast ratio - 120hz - 6ms response time",,80000000006677,,,,,,,,Samsung 52' Series 7 Black Flat Panel LCD HDTV - LN52A750,,80000000006677,,
abt-buy_0592,686,Sony,Sony Cyber-shot DSC-H50 Digital Camera - Black - DSCH50B,,80000000006867,sony,sony cyber-shot dsc-h50 digital camera - black - dsch50b,,80000000006867,,,,,,,,Sony Black 9 Megapixel Cyber-Shot Digital Camera - DSCH50B,,80000000006867,,
abt-buy_0593,706,Samsung,Samsung SC-D382 Digital Camcorder,,80000000007067,samsung,samsung sc-d382 digital camcorder,,80000000007067,,,,,,,,Samsung MiniDV Digital Camcorder - SCDC382,,80000000007067,,
abt-buy_0594,637,Samsung,Samsung HTX810T Home Theater System - HTX810T,,80000000006377,samsung,samsung htx810t home theater system - htx810t,,80000000006377,,,,,,,,Samsung Sound Bar Home Theater System - HTX810,,80000000006377,,
abt-buy_0595,1049,Kensington,Kensington Mini Battery Pack and Charger for iPhone and iPod - K33442US,,80000000010497,kensington,kensington mini battery pack and charger for iphone and ipod - k33442us,,80000000010497,,,,,,,,Kensington Mini Battery Pack And Charger For iPhone And iPod - K33442US,,80000000010497,,
abt-buy_0596,725,Samsung,Samsung DVD-V9800 DVD/VCR Combo Player w/ 1080p Up-Conversion,,80000000007257,samsung,samsung dvd-v9800 dvd/vcr combo player w/ 1080p up-conversion,,80000000007257,,,,,,,,Samsung Black Combo DVD/VHS Player - DVDV9800,,80000000007257,,
abt-buy_0597,528,Boston Acoustics,Boston Acoustics Horizon Solo AM/FM Radio - HSOLOMNDT,,80000000005287,boston acoustics,boston acoustics horizon solo am/fm radio - hsolomndt,,80000000005287,,,,,,,,Boston Acoustics Solo AM/FM Large Display Clock Radio - HSOLOMDNT,,80000000005287,,
abt-buy_0598,314,Alpine,ALPINE CDA-9887 Car Audio Player - CDA9887,,80000000003147,alpine,alpine cda-9887 car audio player - cda9887,,80000000003147,,,,,,,,Alpine CD/MP3/WMA/AAC Receiver - CDA9887,,80000000003147,,
abt-buy_0599,437,Pioneer,Pioneer DEHP400UB Car Audio Player,,80000000004377,pioneer,pioneer dehp400ub car audio player,,80000000004377,,,,,,,,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP400UB,,80000000004377,,
abt-buy_0600,415,Pioneer,Pioneer DEH-P3000IB Car Audio Player,,80000000004157,pioneer,pioneer deh-p3000ib car audio player,,80000000004157,,,,,,,,Pioneer Single Din CD Receiver - DEHP3000IB,,80000000004157,,
abt-buy_0601,474,Yamaha,Yamaha YHT-390BL Home Theater System - YHT-390bl,,80000000004747,yamaha,yamaha yht-390bl home theater system - yht-390bl,,80000000004747,,,,,,,,Yamaha 5.1 Channel Home Theater In A Box System In Black  - YHT390BK,,80000000004747,,
abt-buy_0602,696,Samsung,"Samsung HL-67A750 - 67' Widescreen 1080p DLP HDTV - 10,000:1 Contrast Ratio - HL67A750",,80000000006967,samsung,"samsung hl-67a750 - 67' widescreen 1080p dlp hdtv - 10,000:1 contrast ratio - hl67a750",,80000000006967,,,,,,,,Samsung 67' Black Widescreen Series 7 LED DLP HDTV - HL67A750,,80000000006967,,
abt-buy_0603,954,Nintendo Of America,Nintendo DS Lite (Metallic Rose) - USGSZPB,,80000000009547,nintendo of america,nintendo ds lite (metallic rose) - usgszpb,,80000000009547,,,,,,,,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB,,80000000009547,,
abt-buy_0604,711,Samsung,"Samsung PN50A650 50' 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Anti Burn-in Technology",,80000000007117,samsung,"samsung pn50a650 50' 1080p plasma hdtv - 1,000,000:1 dynamic contrast ratio - anti burn-in technology",,80000000007117,,,,,,,,Samsung 50' Widescreen Plasma HDTV - PN50A650,,80000000007117,,
abt-buy_0605,746,PIONEER ELECTRONICS USA,Pioneer PDP-5020FD 50' Plasma TV,,80000000007467,pioneer electronics usa,pioneer pdp-5020fd 50' plasma tv,,80000000007467,,,,,,,,Pioneer KURO 50' Black Plasma HDTV - PDP5020FD,,80000000007467,,
abt-buy_0606,782,Pioneer,Pioneer Direct Control Cable - CD-IU230V,,80000000007827,pioneer,pioneer direct control cable - cd-iu230v,,80000000007827,,,,,,,,Pioneer USB iPod Interface Cable - CDIU230V,,80000000007827,,
abt-buy_0607,424,Pioneer,Pioneer Cd-sb10 Sirius Interface Cable - CD-SB10,,80000000004247,pioneer,pioneer cd-sb10 sirius interface cable - cd-sb10,,80000000004247,,,,,,,,Pioneer Sirius Bus Interface - CDSB10,,80000000004247,,
abt-buy_0608,438,Pioneer,Pioneer DEH-2000MP Car Audio Player,,80000000004387,pioneer,pioneer deh-2000mp car audio player,,80000000004387,,,,,,,,Pioneer DEH-2000MP CD/MP3/WMA In-Dash Receiver - DEH2000MP,,80000000004387,,
abt-buy_0609,425,Pioneer,Pioneer GEX-P10HD HD Radio Add-on Tuner for Select In-dash Pioneer Receivers,,80000000004257,pioneer,pioneer gex-p10hd hd radio add-on tuner for select in-dash pioneer receivers,,80000000004257,,,,,,,,Pioneer HD Radio Tuner - GEXP10HD,,80000000004257,,
abt-buy_0610,747,PIONEER ELECTRONICS USA,Pioneer PDP-6020FD 60' Plasma TV,,80000000007477,pioneer electronics usa,pioneer pdp-6020fd 60' plasma tv,,80000000007477,,,,,,,,Pioneer KURO 60' Black Plasma HDTV - PDP6020FD,,80000000007477,,
abt-buy_0611,566,Sony,Sony DVP-NC800H/B DVD Player,,80000000005667,sony,sony dvp-nc800h/b dvd player,,80000000005667,,,,,,,,Sony Black 1080p Upscaling 5-Disc DVD Changer - DVPNC800HB,,80000000005667,,
abt-buy_0612,450,Alpine,ALPINE MRP-F300 Car Amplifier,,80000000004507,alpine,alpine mrp-f300 car amplifier,,80000000004507,,,,,,,,Alpine V-Power Series 4/3/2 Channel Power Amplifier - MRPF300,,80000000004507,,
abt-buy_0613,439,Pioneer,Pioneer DEHP500UB Car Audio Player,,80000000004397,pioneer,pioneer dehp500ub car audio player,,80000000004397,,,,,,,,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP500UB,,80000000004397,,
